animal_id,intake_date_time,intake_type,animal_type,age,gender,outcome_date_time,days_in_shelter,outcome_month,outcome_year,age_group,breed,is_mix_breed,colour,is_multicolour,is_black,is_white,is_brown,is_yellow,is_gray,outcome_type
67072,2020-06-14 18:54:00,owner deceased,dog,11,male,2020-06-15,0,6,2020,super senior,pug,no,tan,no,no,no,no,yes,no,reclaimed
67073,2020-06-14 19:01:00,owner deceased,dog,10,female,2020-06-15,0,6,2020,senior,beagle/mix,yes,tricolour,no,no,no,no,no,no,reclaimed
67074,2020-06-15 09:56:00,stray,dog,10,male,2020-09-03,79,9,2020,senior,labrador retriever,yes,white and black,no,yes,yes,no,no,no,adoption
67075,2020-06-15 10:34:00,stray,cat,5,male,2020-07-28,42,7,2020,adulthood,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
67076,2020-06-15 10:34:00,stray,cat,2,male,2020-07-06,20,7,2020,adolescent,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
67077,2020-06-15 11:25:00,landlord issues,cat,2,female,2020-06-28,12,6,2020,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
67078,2020-06-15 13:03:00,landlord issues,cat,1,male,2020-08-02,47,8,2020,puppy/kitten,siamese,yes,lynx point,yes,no,no,no,no,yes,adoption
67079,2020-06-15 13:12:00,stray,dog,7,male,2020-06-21,5,6,2020,adulthood,husky,yes,white and black,no,yes,yes,no,no,no,reclaimed
67080,2020-06-15 14:51:00,incompatible with owner lifestyle,dog,2,female,2020-07-01,15,7,2020,adolescent,labrador retriever,yes,black,no,yes,no,no,no,no,adoption
67082,2020-06-16 13:01:00,incompatible with owner lifestyle,cat,2,female,2020-08-02,46,8,2020,adolescent,domestic short hair,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
67083,2020-06-16 13:03:00,incompatible with other pets,cat,2,male,2020-07-09,22,7,2020,adolescent,domestic short hair,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
67085,2020-06-16 16:17:00,sick/injured,cat,5,male,2020-08-01,45,8,2020,adulthood,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
67092,2020-06-17 15:20:00,tnr - trap/neuter/release,cat,2,female,2020-06-26,8,6,2020,adolescent,domestic short hair,no,torbie,yes,no,no,no,no,no,released to wild
67093,2020-06-17 15:30:00,stray,dog,1,male,2020-06-18,0,6,2020,puppy/kitten,hound,yes,black and tan,no,yes,no,no,yes,no,reclaimed
67094,2020-06-18 07:30:00,stray,dog,2,female,2020-06-27,8,6,2020,adolescent,bully breed,yes,tan and white,no,no,yes,no,yes,no,reclaimed
67095,2020-06-18 12:17:00,litter relinquishment,cat,1,male,2020-08-22,64,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67096,2020-06-18 12:17:00,litter relinquishment,cat,1,male,2020-07-13,24,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67097,2020-06-18 12:17:00,litter relinquishment,cat,1,female,2020-07-16,27,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67098,2020-06-18 12:17:00,litter relinquishment,cat,1,female,2020-07-19,30,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67099,2020-06-18 12:17:00,litter relinquishment,cat,1,female,2020-08-03,45,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67100,2020-06-18 12:30:00,stray,cat,2,female,2020-06-30,11,6,2020,adolescent,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
67101,2020-06-18 12:53:00,incompatible with owner lifestyle,cat,2,male,2020-06-24,5,6,2020,adolescent,bengal,no,black and brown,no,yes,no,yes,no,no,adoption
67102,2020-06-18 13:30:00,stray,dog,3,male,2020-06-30,11,6,2020,adolescent,black labrador retriever,no,black,no,yes,no,no,no,no,reclaimed
67103,2020-06-18 14:15:00,stray,cat,1,male,2020-07-16,27,7,2020,puppy/kitten,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
67104,2020-06-18 14:15:00,stray,cat,1,female,2020-07-14,25,7,2020,puppy/kitten,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
67105,2020-06-18 14:15:00,stray,cat,1,male,2020-07-16,27,7,2020,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
67106,2020-06-18 14:15:00,stray,cat,1,male,2020-07-18,29,7,2020,puppy/kitten,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
67107,2020-06-18 14:15:00,stray,cat,1,female,2020-07-11,22,7,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67109,2020-06-19 12:16:00,stray,cat,8,male,2020-06-23,3,6,2020,senior,domestic short hair,no,black and brown,no,yes,no,yes,no,no,reclaimed
67110,2020-06-19 12:54:00,stray,cat,2,female,2020-07-09,19,7,2020,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67111,2020-06-19 13:10:00,moving,dog,2,male,2020-06-26,6,6,2020,adolescent,maltese,no,white,no,no,yes,no,no,no,adoption
67114,2020-06-19 18:39:00,police assist,cat,11,male,2020-06-25,5,6,2020,super senior,domestic short hair,no,orange,no,no,no,no,no,no,reclaimed
67117,2020-06-20 12:37:00,stray,dog,3,male,2020-06-21,0,6,2020,adolescent,english setter,no,tricolour,no,no,no,no,no,no,reclaimed
67118,2020-06-20 13:01:00,stray,cat,1,male,2020-09-11,82,9,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67119,2020-06-20 15:10:00,unsuitable accommodation,dog,3,female,2020-06-26,5,6,2020,adolescent,shih tzu/mix,yes,white and tan,no,no,yes,no,yes,no,adoption
67121,2020-06-21 13:03:00,stray,dog,8,male,2020-07-27,35,7,2020,senior,hound,no,red,no,no,no,yes,no,no,adoption
67122,2020-06-21 13:05:00,stray,dog,8,female,2020-06-23,1,6,2020,senior,hound,no,red and white,no,no,yes,yes,no,no,reclaimed
67124,2020-06-22 10:40:00,stray,cat,1,male,2020-07-18,25,7,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67125,2020-06-22 10:48:00,moving,cat,13,male,2020-08-31,69,8,2020,super senior,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67126,2020-06-22 10:53:00,moving,cat,11,male,2020-08-31,69,8,2020,super senior,domestic short hair,no,white and tabby,no,no,yes,no,no,no,adoption
67127,2020-06-22 12:02:00,incompatible with owner lifestyle,dog,3,female,2020-06-28,5,6,2020,adolescent,husky,no,cream,no,no,no,no,yes,no,adoption
67128,2020-06-22 12:56:00,sick/injured,cat,1,male,2020-07-20,27,7,2020,puppy/kitten,domestic medium hair,no,black,no,yes,no,no,no,no,adoption
67129,2020-06-22 13:11:00,stray,cat,2,male,2020-06-30,7,6,2020,adolescent,domestic short hair,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
67130,2020-06-22 14:34:00,stray,cat,4,male,2020-07-09,16,7,2020,adulthood,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
67131,2020-06-23 09:16:00,stray,cat,1,female,2020-07-18,24,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67132,2020-06-23 09:19:00,stray,cat,1,male,2020-07-20,26,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67133,2020-06-23 09:40:00,stray,dog,4,male,2020-07-05,11,7,2020,adulthood,treeing walker coonhound,no,tricolour,no,no,no,no,no,no,adoption
67136,2020-06-23 13:23:00,born in shelter,cat,1,male,2020-08-22,59,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67137,2020-06-23 13:23:00,born in shelter,cat,1,male,2020-08-29,66,8,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67138,2020-06-23 13:23:00,born in shelter,cat,1,female,2020-08-29,66,8,2020,puppy/kitten,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67139,2020-06-23 13:23:00,born in shelter,cat,1,female,2020-08-29,66,8,2020,puppy/kitten,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67140,2020-06-23 13:23:00,born in shelter,cat,1,female,2020-08-29,66,8,2020,puppy/kitten,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67141,2020-06-23 13:23:00,born in shelter,cat,1,female,2020-08-29,66,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67143,2020-06-23 13:42:00,stray,cat,6,male,2020-06-24,0,6,2020,adulthood,domestic short hair,no,orange,no,no,no,no,no,no,reclaimed
67148,2020-06-23 15:45:00,incompatible with owner lifestyle,cat,2,female,2020-07-02,8,7,2020,adolescent,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
67149,2020-06-23 16:01:00,stray,cat,2,female,2020-08-13,50,8,2020,adolescent,domestic long hair,no,black,no,yes,no,no,no,no,released to wild
67150,2020-06-23 16:01:00,stray,cat,1,male,2020-08-18,55,8,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67151,2020-06-23 16:01:00,stray,cat,1,male,2020-09-06,74,9,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67152,2020-06-23 16:01:00,stray,cat,1,female,2020-09-06,74,9,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67153,2020-06-23 16:01:00,stray,cat,1,female,2020-08-24,61,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67154,2020-06-23 16:01:00,stray,cat,1,female,2020-09-04,72,9,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67155,2020-06-23 16:16:00,police assist,cat,3,female,2020-08-31,68,8,2020,adolescent,domestic long hair,no,torbie,yes,no,no,no,no,no,adoption
67157,2020-06-24 12:56:00,stray,cat,4,male,2020-07-10,15,7,2020,adulthood,domestic long hair,no,orange,no,no,no,no,no,no,adoption
67158,2020-06-24 12:58:00,stray,cat,7,male,2020-07-18,23,7,2020,adulthood,domestic short hair,no,buff,no,no,no,no,yes,no,adoption
67159,2020-06-24 13:37:00,stray,dog,2,female,2020-07-07,12,7,2020,adolescent,shar pei/bully breed,yes,chocolate,no,no,no,yes,no,no,adoption
67160,2020-06-24 13:37:00,stray,dog,2,male,2020-07-10,15,7,2020,adolescent,shar pei/bully breed,yes,brown,no,no,no,yes,no,no,adoption
67161,2020-06-24 14:23:00,stray,cat,4,male,2020-07-12,17,7,2020,adulthood,domestic short hair,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
67163,2020-06-24 15:32:00,stray,cat,1,female,2020-09-01,68,9,2020,puppy/kitten,domestic short hair,no,dilute calico,yes,no,no,no,no,no,adoption
67164,2020-06-24 15:33:00,stray,cat,1,male,2020-07-11,16,7,2020,puppy/kitten,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
67165,2020-06-24 15:37:00,stray,cat,1,male,2020-07-07,12,7,2020,puppy/kitten,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
67166,2020-06-24 21:27:00,sick/injured,dog,17,female,2020-06-25,0,6,2020,super senior,husky/mix,yes,orange and white,no,no,yes,no,no,no,reclaimed
67167,2020-06-25 10:03:00,litter relinquishment,cat,1,female,2020-07-11,15,7,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67168,2020-06-25 10:03:00,litter relinquishment,cat,4,female,2020-07-17,21,7,2020,adulthood,domestic short hair,no,dilute tortoiseshell,no,no,no,no,no,no,adoption
67169,2020-06-25 10:03:00,litter relinquishment,cat,1,female,2020-07-09,13,7,2020,puppy/kitten,domestic short hair,no,dilute tortoiseshell,no,no,no,no,no,no,adoption
67170,2020-06-25 10:03:00,litter relinquishment,cat,1,female,2020-07-09,13,7,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67171,2020-06-25 10:03:00,litter relinquishment,cat,1,female,2020-07-10,14,7,2020,puppy/kitten,domestic short hair,no,grey,no,no,no,no,no,no,adoption
67172,2020-06-25 10:08:00,stray,cat,1,female,2020-07-17,21,7,2020,puppy/kitten,domestic short hair,no,grey,no,no,no,no,no,no,adoption
67173,2020-06-25 10:14:00,stray,cat,2,female,2020-07-10,14,7,2020,adolescent,domestic short hair,no,grey,no,no,no,no,no,no,transfer
67174,2020-06-25 10:32:00,stray,dog,2,male,2020-08-27,62,8,2020,adolescent,labrador retriever/mix,yes,black and white,no,yes,yes,no,no,no,adoption
67175,2020-06-25 11:04:00,stray,cat,1,female,2020-07-31,35,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67176,2020-06-25 11:24:00,moving,dog,2,female,2020-07-04,8,7,2020,adolescent,beagle,yes,black,no,yes,no,no,no,no,adoption
67177,2020-06-25 11:57:00,litter relinquishment,cat,1,male,2020-08-21,56,8,2020,puppy/kitten,domestic medium hair,no,black and brown,no,yes,no,yes,no,no,adoption
67178,2020-06-25 11:57:00,litter relinquishment,cat,1,female,2020-08-11,46,8,2020,puppy/kitten,domestic long hair,no,black and brown,no,yes,no,yes,no,no,adoption
67179,2020-06-25 11:57:00,litter relinquishment,cat,1,female,2020-08-10,45,8,2020,puppy/kitten,domestic medium hair,no,black and brown,no,yes,no,yes,no,no,adoption
67180,2020-06-25 11:57:00,litter relinquishment,cat,1,female,2020-08-13,48,8,2020,puppy/kitten,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
67181,2020-06-25 15:51:00,stray,cat,6,female,2020-09-24,90,9,2020,adulthood,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67182,2020-06-25 16:10:00,stray,cat,1,female,2020-07-31,35,7,2020,puppy/kitten,domestic medium hair,no,grey,no,no,no,no,no,no,adoption
67183,2020-06-25 16:25:00,litter relinquishment,cat,1,male,2020-07-04,8,7,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67184,2020-06-25 16:25:00,litter relinquishment,cat,1,female,2020-07-07,11,7,2020,puppy/kitten,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67185,2020-06-25 16:25:00,litter relinquishment,cat,1,female,2020-07-26,30,7,2020,puppy/kitten,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67187,2020-06-25 16:55:00,stray,cat,3,female,2020-09-10,76,9,2020,adolescent,domestic short hair,no,torbie,yes,no,no,no,no,no,adoption
67189,2020-06-26 13:09:00,stray,cat,1,male,2020-07-09,12,7,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67190,2020-06-26 14:10:00,incompatible with owner lifestyle,cat,13,female,2020-07-14,17,7,2020,super senior,domestic long hair,no,calico,yes,no,no,no,no,no,adoption
67191,2020-06-26 14:18:00,stray,cat,2,female,2020-07-27,30,7,2020,adolescent,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
67194,2020-06-27 12:21:00,stray,cat,1,male,2020-08-15,48,8,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,escaped
67195,2020-06-27 12:59:00,incompatible with owner lifestyle,dog,2,male,2020-07-06,8,7,2020,adolescent,golden retriever,yes,golden,no,no,no,no,yes,no,adoption
67196,2020-06-27 13:23:00,stray,cat,1,male,2020-07-11,13,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67198,2020-06-27 13:40:00,stray,dog,9,male,2020-06-28,0,6,2020,senior,miniature pinscher,yes,tan and white,no,no,yes,no,yes,no,reclaimed
67199,2020-06-27 13:44:00,stray,cat,1,female,2020-08-27,60,8,2020,puppy/kitten,domestic short hair,no,buff and white,no,no,yes,no,yes,no,adoption
67200,2020-06-27 15:13:00,born in shelter,cat,1,male,2020-09-04,68,9,2020,puppy/kitten,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
67201,2020-06-27 15:13:00,born in shelter,cat,1,male,2020-09-04,68,9,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67202,2020-06-27 15:13:00,born in shelter,cat,1,male,2020-09-04,68,9,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67205,2020-06-27 16:45:00,sick/injured,cat,2,male,2020-08-06,39,8,2020,adolescent,domestic short hair,no,white,no,no,yes,no,no,no,adoption
67206,2020-06-28 10:31:00,stray,cat,3,male,2020-07-16,17,7,2020,adolescent,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
67207,2020-06-28 15:53:00,stray,cat,3,male,2020-07-18,19,7,2020,adolescent,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67208,2020-06-28 16:51:00,police assist,dog,14,male,2020-06-29,0,6,2020,super senior,"poodle, miniature/mix",yes,black,no,yes,no,no,no,no,reclaimed
67209,2020-06-28 19:15:00,stray,dog,4,male,2020-07-01,2,7,2020,adulthood,jack russell terrier,no,brown and white,no,no,yes,yes,no,no,reclaimed
67211,2020-06-29 10:53:00,stray,dog,2,female,2020-07-12,12,7,2020,adolescent,pointer,no,white and black,no,yes,yes,no,no,no,adoption
67212,2020-06-29 12:08:00,incompatible with owner lifestyle,cat,2,female,2020-07-13,13,7,2020,adolescent,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67213,2020-06-29 12:27:00,litter relinquishment,cat,2,female,2020-08-18,49,8,2020,adolescent,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
67214,2020-06-29 12:27:00,litter relinquishment,cat,1,female,2020-08-17,48,8,2020,puppy/kitten,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
67215,2020-06-29 12:27:00,litter relinquishment,cat,1,male,2020-08-13,44,8,2020,puppy/kitten,domestic short hair,no,buff and white,no,no,yes,no,yes,no,adoption
67216,2020-06-29 12:27:00,litter relinquishment,cat,1,male,2020-08-18,49,8,2020,puppy/kitten,domestic short hair,no,buff and white,no,no,yes,no,yes,no,adoption
67217,2020-06-29 12:27:00,litter relinquishment,cat,1,male,2020-08-15,46,8,2020,puppy/kitten,domestic short hair,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
67218,2020-06-29 12:46:00,incompatible with owner lifestyle,dog,2,female,2020-07-04,4,7,2020,adolescent,beagle,yes,brown,no,no,no,yes,no,no,adoption
67220,2020-06-29 13:19:00,moving,dog,6,female,2020-07-18,18,7,2020,adulthood,bully breed,yes,brown and white,no,no,yes,yes,no,no,adoption
67221,2020-06-29 13:35:00,stray,cat,2,male,2020-07-18,18,7,2020,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67222,2020-06-29 15:46:00,stray,dog,4,male,2020-07-12,12,7,2020,adulthood,beagle,no,tricolour,no,no,no,no,no,no,adoption
67223,2020-06-29 16:05:00,stray,cat,1,male,2020-08-18,49,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67225,2020-06-30 08:04:00,stray,cat,2,male,2020-07-28,27,7,2020,adolescent,domestic short hair,no,grey,no,no,no,no,no,no,adoption
67226,2020-06-30 10:14:00,stray,cat,1,male,2020-07-18,17,7,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67227,2020-06-30 13:24:00,stray,cat,1,male,2020-07-10,9,7,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67228,2020-06-30 14:03:00,unable to afford,dog,2,female,2020-07-25,24,7,2020,adolescent,bully breed,yes,black and white,no,yes,yes,no,no,no,adoption
67230,2020-06-30 14:52:00,stray,cat,1,male,2020-08-15,45,8,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67231,2020-06-30 14:52:00,stray,cat,1,female,2020-08-14,44,8,2020,puppy/kitten,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
67232,2020-06-30 14:52:00,stray,cat,1,female,2020-08-14,44,8,2020,puppy/kitten,domestic medium hair,no,brown and black,no,yes,no,yes,no,no,adoption
67233,2020-06-30 14:52:00,stray,cat,1,female,2020-08-13,43,8,2020,puppy/kitten,domestic medium hair,no,brown and black,no,yes,no,yes,no,no,adoption
67234,2020-06-30 17:42:00,police assist,cat,11,male,2020-08-06,36,8,2020,super senior,domestic short hair,no,grey,no,no,no,no,no,no,adoption
67236,2020-07-02 08:56:00,stray,cat,1,female,2020-07-29,26,7,2020,puppy/kitten,domestic medium hair,no,grey and white,no,no,yes,no,no,no,adoption
67237,2020-07-02 12:06:00,stray,dog,7,female,2020-07-17,14,7,2020,adulthood,beagle,no,tricolour,no,no,no,no,no,no,adoption
67238,2020-07-02 14:00:00,stray,cat,15,male,2020-07-04,1,7,2020,super senior,domestic short hair,no,black,no,yes,no,no,no,no,reclaimed
67239,2020-07-02 15:28:00,incompatible with owner lifestyle,dog,8,female,2020-10-06,95,10,2020,senior,bully breed,yes,black and white,no,yes,yes,no,no,no,adoption
67241,2020-07-03 15:18:00,sick/injured,cat,3,male,2020-08-20,47,8,2020,adolescent,domestic short hair,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
67242,2020-07-04 10:08:00,stray,cat,1,female,2020-08-04,30,8,2020,puppy/kitten,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67243,2020-07-04 10:10:00,stray,cat,1,male,2020-08-07,33,8,2020,puppy/kitten,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
67244,2020-07-04 10:11:00,stray,cat,1,female,2020-08-02,28,8,2020,puppy/kitten,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
67245,2020-07-04 10:13:00,stray,cat,1,male,2020-08-04,30,8,2020,puppy/kitten,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
67248,2020-07-04 12:52:00,incompatible with owner lifestyle,cat,8,male,2020-07-18,13,7,2020,senior,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
67249,2020-07-05 10:07:00,stray,dog,2,female,2020-07-06,0,7,2020,adolescent,heeler,yes,black merle,yes,yes,no,no,no,no,reclaimed
67250,2020-07-05 13:49:00,stray,cat,7,female,2020-07-08,2,7,2020,adulthood,domestic short hair,no,black and brown,no,yes,no,yes,no,no,transfer
67251,2020-07-06 10:01:00,stray,cat,2,female,2020-07-17,10,7,2020,adolescent,domestic short hair,no,dilute calico,yes,no,no,no,no,no,adoption
67252,2020-07-06 10:01:00,stray,cat,2,female,2020-07-20,13,7,2020,adolescent,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
67254,2020-07-06 10:14:00,unsuitable accommodation,cat,5,female,2020-07-30,23,7,2020,adulthood,domestic medium hair,no,black and white,no,yes,yes,no,no,no,adoption
67255,2020-07-06 10:22:00,rabies monitoring,cat,1,male,2020-07-31,24,7,2020,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
67256,2020-07-06 11:56:00,incompatible with owner lifestyle,cat,3,male,2020-07-09,2,7,2020,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,transfer
67257,2020-07-06 12:51:00,stray,dog,19,female,2020-07-07,0,7,2020,super senior,shep,yes,brindle and white,yes,no,yes,no,no,no,reclaimed
67258,2020-07-06 15:03:00,moving,cat,2,female,2020-07-17,10,7,2020,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67259,2020-07-06 15:03:00,moving,cat,2,female,2020-07-17,10,7,2020,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67260,2020-07-06 15:10:00,stray,dog,15,male,2020-07-08,1,7,2020,super senior,hound,no,brown and white,no,no,yes,yes,no,no,reclaimed
67261,2020-07-06 15:29:00,stray,cat,3,female,2020-07-12,5,7,2020,adolescent,domestic short hair,no,"black, brown and white",no,yes,yes,yes,no,no,transfer
67262,2020-07-06 15:29:00,stray,cat,1,male,2020-08-15,39,8,2020,puppy/kitten,domestic short hair,no,lynx point,yes,no,no,no,no,yes,adoption
67263,2020-07-06 15:29:00,stray,cat,1,male,2020-08-25,49,8,2020,puppy/kitten,domestic short hair,no,lynx point,yes,no,no,no,no,yes,adoption
67264,2020-07-06 15:29:00,stray,cat,1,male,2020-08-10,34,8,2020,puppy/kitten,domestic long hair,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
67265,2020-07-06 15:29:00,stray,cat,1,female,2020-08-11,35,8,2020,puppy/kitten,domestic short hair,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
67266,2020-07-06 15:29:00,stray,cat,1,male,2020-08-10,34,8,2020,puppy/kitten,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
67270,2020-07-07 08:27:00,stray,cat,1,female,2020-09-10,64,9,2020,puppy/kitten,domestic short hair,no,grey,no,no,no,no,no,no,adoption
67272,2020-07-07 11:57:00,incompatible with other pets,cat,5,male,2020-07-08,0,7,2020,adulthood,domestic short hair,no,orange,no,no,no,no,no,no,transfer
67276,2020-07-07 12:45:00,allergies,cat,2,female,2020-07-17,9,7,2020,adolescent,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
67277,2020-07-07 13:35:00,incompatible with owner lifestyle,dog,4,male,2020-07-18,10,7,2020,adulthood,corgi,yes,tricolour,no,no,no,no,no,no,adoption
67278,2020-07-07 13:34:00,sick/injured,dog,2,female,2020-12-29,174,12,2020,adolescent,bully breed,yes,red and white,no,no,yes,yes,no,no,adoption
67279,2020-07-07 13:45:00,police assist,dog,10,male,2020-07-18,10,7,2020,senior,miniature pinscher,yes,siver and tan,no,no,no,no,yes,no,transfer
67280,2020-07-07 14:01:00,allergies,cat,1,female,2020-07-11,3,7,2020,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67282,2020-07-07 17:24:00,stray,cat,1,male,2020-09-08,62,9,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67284,2020-07-07 19:10:00,police assist,cat,3,male,2020-08-14,37,8,2020,adolescent,domestic long hair,no,black,no,yes,no,no,no,no,reclaimed
67288,2020-07-07 17:24:00,stray,cat,1,female,2020-09-05,59,9,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67289,2020-07-07 17:24:00,stray,cat,1,female,2020-09-08,62,9,2020,puppy/kitten,domestic short hair,no,seal point,yes,no,no,no,no,no,adoption
67290,2020-07-07 17:24:00,stray,cat,1,male,2020-09-06,60,9,2020,puppy/kitten,domestic short hair,no,grey,no,no,no,no,no,no,adoption
67291,2020-07-07 17:24:00,stray,cat,5,female,2020-07-22,14,7,2020,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,transfer
67293,2020-07-08 11:15:00,stray,cat,1,male,2020-08-06,28,8,2020,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
67294,2020-07-08 12:05:00,stray,dog,3,female,2020-07-27,18,7,2020,adolescent,labrador retriever,no,black,no,yes,no,no,no,no,adoption
67295,2020-07-08 12:19:00,unsuitable accommodation,cat,3,male,2020-11-09,123,11,2020,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
67296,2020-07-08 12:19:00,unsuitable accommodation,cat,2,female,2020-08-18,40,8,2020,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67297,2020-07-08 12:19:00,unsuitable accommodation,cat,2,male,2020-08-29,51,8,2020,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67298,2020-07-08 12:19:00,unsuitable accommodation,cat,2,male,2020-07-28,19,7,2020,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
67299,2020-07-08 12:56:00,stray,dog,3,female,2020-07-25,16,7,2020,adolescent,"schnauzer, giant",yes,brown and white,no,no,yes,yes,no,no,adoption
