animal_id,intake_date_time,intake_type,animal_type,age,gender,outcome_date_time,days_in_shelter,outcome_month,outcome_year,age_group,breed,is_mix_breed,colour,is_multicolour,is_black,is_white,is_brown,is_yellow,is_gray,outcome_type
55456,2018-11-27 17:30:00,owner deceased,dog,5,male,2019-06-06,190,6,2019,adulthood,foxhound,no,tricolour,no,no,no,no,no,no,adoption
58511,2019-01-10 12:28:00,abandoned,dog,5,female,2019-08-30,231,8,2019,adulthood,pitbull,no,grey and white,no,no,yes,no,no,no,adoption
58590,2018-01-24 16:49:00,stray,dog,8,female,2019-01-19,359,1,2019,senior,shep,yes,brindle,yes,no,no,no,no,no,adoption
58629,2018-01-29 16:48:00,stray,dog,13,male,2019-01-26,361,1,2019,super senior,beagle,no,orange and white,no,no,yes,no,no,no,reclaimed
58821,2018-02-25 14:25:00,incompatible with owner lifestyle,dog,13,female,2019-02-22,361,2,2019,super senior,border collie,no,black and white,no,yes,yes,no,no,no,reclaimed
58861,2018-03-01 19:53:00,police assist,dog,8,male,2019-02-05,340,2,2019,senior,pit bull terrier,yes,brown,no,no,no,yes,no,no,reclaimed
59076,2018-04-02 15:16:00,stray,dog,4,female,2019-01-11,283,1,2019,adulthood,hound,yes,tricolour,no,no,no,no,no,no,adoption
59080,2018-04-03 12:23:00,stray,cat,6,male,2019-01-04,275,1,2019,adulthood,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
59257,2018-04-24 17:01:00,stray,dog,7,female,2019-04-22,362,4,2019,adulthood,border collie,no,black and tan,no,yes,no,no,yes,no,reclaimed
59532,2018-05-18 09:10:00,stray,cat,3,male,2019-04-14,330,4,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
59593,2018-05-22 09:40:00,stray,cat,3,male,2019-02-26,279,2,2019,adolescent,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
59623,2018-05-23 12:49:00,litter relinquishment,cat,3,male,2019-02-26,278,2,2019,adolescent,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
59811,2018-06-08 12:09:00,stray,cat,3,male,2019-01-04,209,1,2019,adolescent,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
59848,2018-06-11 09:51:00,incompatible with owner lifestyle,dog,6,male,2019-06-03,356,6,2019,adulthood,bully breed,yes,brown,no,no,no,yes,no,no,adoption
59859,2018-06-11 14:33:00,stray,dog,4,male,2019-02-13,246,2,2019,adulthood,spitz/mix,yes,black,no,yes,no,no,no,no,reclaimed
59896,2018-06-13 15:59:00,stray,cat,3,female,2019-01-05,205,1,2019,adolescent,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
59900,2018-06-14 09:13:00,stray,dog,5,male,2019-05-20,339,5,2019,adulthood,rottweiler,no,black and brown,no,yes,no,yes,no,no,adoption
59909,2018-06-14 15:58:00,stray,cat,3,male,2019-05-11,330,5,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,reclaimed
59976,2018-06-20 13:44:00,litter relinquishment,dog,3,male,2019-05-26,339,5,2019,adolescent,foxhound/mix,yes,brown and white,no,no,yes,yes,no,no,adoption
59984,2018-06-21 12:32:00,litter relinquishment,cat,3,male,2019-04-23,305,4,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,reclaimed
60039,2018-06-26 19:11:00,stray,cat,6,female,2019-01-03,190,1,2019,adulthood,domestic short hair,no,tabbico,no,no,no,no,no,no,adoption
60065,2018-06-28 16:44:00,stray,cat,0,male,2019-03-13,257,3,2019,puppy/kitten,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
60076,2018-06-29 12:45:00,stray,cat,3,female,2019-01-04,188,1,2019,adolescent,domestic medium hair,no,calico,yes,no,no,no,no,no,adoption
60105,2018-06-30 15:27:00,litter relinquishment,cat,3,male,2019-05-09,312,5,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
60134,2018-07-03 12:56:00,stray,dog,4,male,2019-04-03,273,4,2019,adulthood,dachshund,yes,black and brown,no,yes,no,yes,no,no,adoption
60244,2018-07-10 18:59:00,unsuitable accommodation,dog,13,male,2019-02-12,216,2,2019,super senior,cocker spaniel,no,black,no,yes,no,no,no,no,adoption
60245,2018-07-10 19:02:00,unsuitable accommodation,dog,15,male,2019-02-12,216,2,2019,super senior,cocker spaniel,no,brown,no,no,no,yes,no,no,adoption
60279,2018-07-16 12:21:00,moving,dog,6,male,2019-01-28,195,1,2019,adulthood,labrador retriever/mix,yes,red,no,no,no,yes,no,no,adoption
60396,2018-07-26 11:33:00,stray,cat,3,female,2019-01-09,166,1,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
60443,2018-08-01 13:54:00,stray,cat,3,female,2019-02-22,204,2,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,reclaimed
60468,2018-08-03 18:10:00,stray,dog,4,male,2019-02-28,208,2,2019,adulthood,border collie,yes,black,no,yes,no,no,no,no,reclaimed
60510,2018-08-07 15:24:00,unable to afford,cat,3,male,2019-06-09,305,6,2019,adolescent,domestic short hair,no,black and brown,no,yes,no,yes,no,no,reclaimed
60597,2018-08-15 13:24:00,stray,cat,3,female,2019-02-01,169,2,2019,adolescent,domestic short hair,no,tan and black,no,yes,no,no,yes,no,adoption
60604,2018-08-15 16:14:00,stray,cat,4,female,2019-02-18,186,2,2019,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60623,2018-08-17 14:02:00,unable to afford,cat,5,female,2019-01-04,139,1,2019,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60632,2018-08-18 14:06:00,stray,dog,16,male,2019-04-24,248,4,2019,super senior,labrador retriever,no,yellow,no,no,no,no,yes,no,reclaimed
60648,2018-08-20 13:08:00,stray,cat,5,female,2019-08-01,345,8,2019,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,reclaimed
60663,2018-08-20 15:35:00,stray,cat,5,female,2019-01-28,160,1,2019,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60702,2018-08-24 08:18:00,stray,dog,14,male,2019-02-03,162,2,2019,super senior,chihuahua,no,tan and white,no,no,yes,no,yes,no,adoption
60708,2018-08-24 13:30:00,stray,dog,4,male,2019-01-15,143,1,2019,adulthood,great pyrenees,no,white,no,no,yes,no,no,no,reclaimed
60730,2018-08-26 15:29:00,stray,dog,6,male,2019-06-09,286,6,2019,adulthood,bully breed,yes,brindle,yes,no,no,no,no,no,adoption
60731,2018-08-26 15:50:00,stray,cat,5,male,2019-03-16,201,3,2019,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60763,2018-08-29 12:30:00,stray,cat,15,female,2019-01-04,127,1,2019,super senior,british shorthair,no,black,no,yes,no,no,no,no,adoption
60764,2018-08-29 12:30:00,stray,cat,9,female,2019-01-04,127,1,2019,senior,british shorthair,no,black,no,yes,no,no,no,no,adoption
60790,2018-08-31 11:13:00,stray,dog,4,male,2019-04-01,212,4,2019,adulthood,shepherd,yes,black,no,yes,no,no,no,no,adoption
60798,2018-08-31 14:38:00,incompatible with owner lifestyle,cat,2,male,2019-03-01,181,3,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60863,2018-09-06 12:06:00,stray,cat,4,male,2019-07-01,297,7,2019,adulthood,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60871,2018-09-06 12:53:00,incompatible with owner lifestyle,dog,4,female,2019-03-19,193,3,2019,adulthood,border collie,yes,black and white,no,yes,yes,no,no,no,adoption
60894,2018-09-07 18:23:00,stray,dog,4,female,2019-04-22,226,4,2019,adulthood,australian shepherd,no,tricolour,no,no,no,no,no,no,reclaimed
60896,2018-09-08 09:58:00,stray,dog,4,male,2019-07-20,314,7,2019,adulthood,border collie,yes,black and white,no,yes,yes,no,no,no,reclaimed
60899,2018-09-08 12:53:00,stray,cat,3,male,2019-01-27,140,1,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
60900,2018-09-08 13:23:00,moving,cat,8,female,2019-01-08,121,1,2019,senior,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
60908,2018-09-08 14:49:00,unable to afford,cat,6,female,2019-01-04,117,1,2019,adulthood,domestic short hair,no,torbie,yes,no,no,no,no,no,adoption
60927,2018-09-10 13:03:00,incompatible with owner lifestyle,cat,12,female,2019-01-05,116,1,2019,super senior,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60934,2018-09-10 16:09:00,incompatible with owner lifestyle,cat,6,female,2019-02-03,145,2,2019,adulthood,domestic short hair,no,orange,no,no,no,no,no,no,adoption
60948,2018-09-11 18:22:00,stray,dog,12,female,2019-04-29,229,4,2019,super senior,havanese,no,grey and white,no,no,yes,no,no,no,reclaimed
60980,2018-09-14 13:28:00,incompatible with owner lifestyle,dog,7,male,2019-05-08,235,5,2019,adulthood,yorkshire terrier/mix,yes,siver and tan,no,no,no,no,yes,no,adoption
60993,2018-09-14 15:58:00,stray,cat,3,male,2019-03-09,175,3,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
60996,2018-09-14 18:15:00,incompatible with owner lifestyle,cat,6,female,2019-05-22,249,5,2019,adulthood,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
60999,2018-09-15 12:16:00,moving,cat,8,female,2019-01-05,111,1,2019,senior,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
61020,2018-09-17 13:41:00,stray,cat,4,male,2019-02-23,158,2,2019,adulthood,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
61023,2018-09-17 16:48:00,litter relinquishment,cat,3,female,2019-05-10,234,5,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
61058,2018-09-21 10:03:00,stray,cat,3,male,2019-01-18,118,1,2019,adolescent,domestic short hair,no,white,no,no,yes,no,no,no,adoption
61086,2018-09-24 12:12:00,stray,cat,3,male,2019-07-20,298,7,2019,adolescent,domestic short hair,no,orange,no,no,no,no,no,no,adoption
61121,2018-09-28 12:53:00,incompatible with owner lifestyle,cat,5,female,2019-02-12,136,2,2019,adulthood,domestic short hair,no,grey,no,no,no,no,no,no,adoption
61127,2018-09-28 15:18:00,owner deceased,cat,6,female,2019-01-24,117,1,2019,adulthood,domestic medium hair,yes,torbie,yes,no,no,no,no,no,adoption
61128,2018-09-28 15:22:00,owner deceased,cat,5,female,2019-02-01,125,2,2019,adulthood,domestic medium hair,no,grey,no,no,no,no,no,no,adoption
61129,2018-09-28 16:20:00,owner deceased,cat,4,female,2019-02-01,125,2,2019,adulthood,domestic medium hair,no,grey,no,no,no,no,no,no,adoption
61134,2018-09-28 16:35:00,unable to afford,cat,8,female,2019-01-25,118,1,2019,senior,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
61135,2018-09-28 16:35:00,unable to afford,cat,3,female,2019-01-25,118,1,2019,adolescent,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
61136,2018-09-28 16:35:00,unable to afford,cat,3,female,2019-01-24,117,1,2019,adolescent,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
61138,2018-09-28 16:35:00,unable to afford,cat,3,male,2019-01-24,117,1,2019,adolescent,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
61139,2018-09-28 16:35:00,unable to afford,cat,3,male,2019-01-22,115,1,2019,adolescent,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
61158,2018-10-01 12:26:00,stray,cat,5,female,2019-02-08,129,2,2019,adulthood,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
61159,2018-10-01 12:35:00,stray,dog,4,female,2019-02-09,130,2,2019,adulthood,bully breed,yes,tan and white,no,no,yes,no,yes,no,adoption
61162,2018-10-01 13:14:00,stray,cat,5,female,2019-03-01,150,3,2019,adulthood,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
61164,2018-10-01 13:14:00,stray,cat,3,female,2019-05-10,220,5,2019,adolescent,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
61198,2018-10-04 12:28:00,incompatible with owner lifestyle,cat,13,female,2019-02-01,119,2,2019,super senior,domestic medium hair,no,dilute calico,yes,no,no,no,no,no,adoption
61204,2018-10-04 16:31:00,unable to afford,dog,11,female,2019-06-16,254,6,2019,super senior,bully breed,yes,grey and white,no,no,yes,no,no,no,adoption
61216,2018-10-05 14:41:00,incompatible with other pets,dog,3,male,2019-06-27,264,6,2019,adolescent,curly- coated retriever,yes,black,no,yes,no,no,no,no,adoption
61223,2018-10-05 17:50:00,stray,cat,3,male,2019-01-09,95,1,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61227,2018-10-06 11:22:00,incompatible with owner lifestyle,dog,6,female,2019-07-16,282,7,2019,adulthood,bully breed,yes,black and white,no,yes,yes,no,no,no,adoption
61271,2018-10-10 14:44:00,incompatible with owner lifestyle,cat,9,female,2019-04-01,172,4,2019,senior,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
61296,2018-10-11 16:31:00,stray,cat,3,male,2019-01-30,110,1,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61299,2018-10-11 16:31:00,stray,cat,3,female,2019-01-30,110,1,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61301,2018-10-11 16:31:00,stray,cat,3,male,2019-02-01,112,2,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61309,2018-10-12 15:31:00,stray,cat,6,female,2019-02-01,111,2,2019,adulthood,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
61338,2018-10-16 10:27:00,stray,dog,7,female,2019-06-07,233,6,2019,adulthood,cairn terrier/mix,yes,cream,no,no,no,no,yes,no,reclaimed
61362,2018-10-17 15:54:00,stray,dog,13,female,2019-09-09,326,9,2019,super senior,beagle,yes,brown and white,no,no,yes,yes,no,no,reclaimed
61384,2018-10-19 16:35:00,stray,cat,0,male,2019-04-26,188,4,2019,puppy/kitten,domestic short hair,no,grey,no,no,no,no,no,no,foster
61407,2018-10-21 14:06:00,stray,dog,3,male,2019-09-06,319,9,2019,adolescent,flat-coated retriever/mix,yes,black,no,yes,no,no,no,no,adoption
61415,2018-10-22 13:13:00,litter relinquishment,cat,6,female,2019-01-24,93,1,2019,adulthood,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61416,2018-10-22 13:13:00,litter relinquishment,cat,3,female,2019-01-11,80,1,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61417,2018-10-22 13:13:00,litter relinquishment,cat,3,male,2019-01-28,97,1,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61418,2018-10-22 13:13:00,litter relinquishment,cat,3,female,2019-01-11,80,1,2019,adolescent,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
61419,2018-10-22 13:13:00,litter relinquishment,cat,3,male,2019-01-14,83,1,2019,adolescent,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
61438,2018-10-23 16:27:00,moving,cat,8,female,2019-02-12,111,2,2019,senior,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61461,2018-10-25 12:06:00,unable to afford,dog,3,female,2019-06-16,233,6,2019,adolescent,hound,yes,tan,no,no,no,no,yes,no,adoption
61465,2018-10-25 12:06:00,unable to afford,dog,3,male,2019-09-21,330,9,2019,adolescent,hound,yes,black and tan,no,yes,no,no,yes,no,adoption
61519,2018-10-30 18:45:00,stray,dog,4,male,2019-01-02,63,1,2019,adulthood,labrador retriever/mix,yes,black and white,no,yes,yes,no,no,no,adoption
61528,2018-11-01 14:42:00,stray,cat,3,female,2019-02-15,105,2,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61532,2018-11-01 14:59:00,unable to afford,cat,5,male,2019-07-01,241,7,2019,adulthood,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
61540,2018-11-02 13:07:00,stray,dog,5,female,2019-01-16,74,1,2019,adulthood,bully breed,yes,white,no,no,yes,no,no,no,reclaimed
61542,2018-11-02 15:53:00,stray,cat,4,male,2019-07-25,264,7,2019,adulthood,domestic short hair,no,grey,no,no,no,no,no,no,adoption
61548,2018-11-02 17:30:00,stray,cat,3,male,2019-01-29,87,1,2019,adolescent,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
61565,2018-11-04 13:32:00,allergies,cat,3,female,2019-03-30,145,3,2019,adolescent,domestic short hair,no,torbie,yes,no,no,no,no,no,adoption
61566,2018-11-04 13:34:00,allergies,cat,3,female,2019-03-30,145,3,2019,adolescent,domestic short hair,no,torbie,yes,no,no,no,no,no,adoption
61569,2018-11-05 09:24:00,stray,cat,9,male,2019-01-11,66,1,2019,senior,maine coon/mix,yes,black and brown,no,yes,no,yes,no,no,adoption
61597,2018-11-08 12:06:00,stray,cat,3,female,2019-02-22,105,2,2019,adolescent,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
61606,2018-11-08 15:35:00,stray,cat,3,female,2019-01-16,68,1,2019,adolescent,domestic long hair,no,orange,no,no,no,no,no,no,adoption
61609,2018-11-08 17:00:00,unsuitable accommodation,cat,6,female,2019-01-13,65,1,2019,adulthood,domestic short hair,no,dilute tortoiseshell,no,no,no,no,no,no,adoption
61615,2018-11-09 14:07:00,stray,cat,3,female,2019-01-18,69,1,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61616,2018-11-09 14:07:00,stray,cat,3,female,2019-01-17,68,1,2019,adolescent,domestic short hair,no,grey,no,no,no,no,no,no,adoption
61646,2018-11-13 12:19:00,stray,dog,10,female,2019-01-10,57,1,2019,senior,bully breed,yes,black and white,no,yes,yes,no,no,no,adoption
61680,2018-11-16 13:04:00,stray,cat,4,female,2019-01-02,46,1,2019,adulthood,domestic short hair,no,white and brown,no,no,yes,yes,no,no,adoption
61681,2018-11-16 13:25:00,stray,cat,10,male,2019-01-27,71,1,2019,senior,domestic long hair,no,white and grey,no,no,yes,no,no,no,adoption
61694,2018-11-18 13:03:00,stray,dog,4,male,2019-06-03,196,6,2019,adulthood,labrador retriever/mix,yes,black and white,no,yes,yes,no,no,no,adoption
61705,2018-11-19 15:42:00,stray,cat,3,male,2019-01-03,44,1,2019,adolescent,domestic medium hair,no,black,no,yes,no,no,no,no,adoption
61722,2018-11-21 16:47:00,stray,cat,7,male,2019-01-10,49,1,2019,adulthood,domestic short hair,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
61723,2018-11-22 19:22:00,sick/injured,cat,4,male,2019-02-01,70,2,2019,adulthood,domestic short hair,no,orange,no,no,no,no,no,no,adoption
61728,2018-11-24 13:34:00,stray,cat,7,female,2019-01-04,40,1,2019,adulthood,domestic short hair,no,grey,no,no,no,no,no,no,adoption
61742,2018-11-27 13:06:00,stray,cat,3,female,2019-03-14,106,3,2019,adolescent,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
61743,2018-11-27 13:06:00,stray,cat,3,male,2019-03-19,111,3,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61744,2018-11-27 13:06:00,stray,cat,3,female,2019-03-16,108,3,2019,adolescent,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
61745,2018-11-27 13:06:00,stray,cat,3,female,2019-03-01,93,3,2019,adolescent,domestic short hair,no,torbie,yes,no,no,no,no,no,adoption
61746,2018-11-27 13:06:00,stray,cat,3,male,2019-03-16,108,3,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61748,2018-11-27 14:22:00,incompatible with owner lifestyle,cat,3,male,2019-08-12,257,8,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61751,2018-11-28 15:39:00,stray,dog,4,male,2019-01-26,58,1,2019,adulthood,"schnauzer, miniature",yes,black and brown,no,yes,no,yes,no,no,adoption
61752,2018-11-28 15:53:00,incompatible with owner lifestyle,dog,4,male,2019-10-04,309,10,2019,adulthood,chihuahua,yes,brown and black,no,yes,no,yes,no,no,adoption
61753,2018-11-28 16:07:00,stray,cat,4,female,2019-01-05,37,1,2019,adulthood,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
61759,2018-11-29 13:12:00,stray,dog,3,male,2019-02-06,68,2,2019,adolescent,bully breed,yes,black,no,yes,no,no,no,no,adoption
61771,2018-11-30 11:06:00,stray,cat,3,male,2019-01-04,34,1,2019,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
61779,2018-11-30 15:02:00,incompatible with other pets,cat,4,female,2019-04-16,136,4,2019,adulthood,domestic short hair,no,grey and black,no,yes,no,no,no,no,adoption
61786,2018-12-01 12:05:00,stray,cat,5,male,2019-01-08,37,1,2019,adulthood,domestic short hair,no,black and grey,no,yes,no,no,no,no,reclaimed
61787,2018-12-01 12:07:00,litter relinquishment,dog,3,male,2019-09-27,299,9,2019,adolescent,beagle,yes,black and brown,no,yes,no,yes,no,no,adoption
61805,2018-12-02 01:46:00,police assist,dog,6,male,2019-08-08,248,8,2019,adulthood,bully breed,yes,red,no,no,no,yes,no,no,reclaimed
61809,2018-12-02 15:33:00,stray,dog,10,male,2019-01-16,44,1,2019,senior,husky,no,black and white,no,yes,yes,no,no,no,adoption
61814,2018-12-03 11:39:00,stray,dog,5,female,2019-03-08,94,3,2019,adulthood,bully breed,yes,grey,no,no,no,no,no,no,adoption
61829,2018-12-05 10:42:00,stray,cat,3,male,2019-01-04,29,1,2019,adolescent,domestic long hair,no,siver and black,no,yes,no,no,no,no,foster
61845,2018-12-07 14:48:00,stray,cat,6,male,2019-01-18,41,1,2019,adulthood,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
61846,2018-12-07 15:23:00,incompatible with owner lifestyle,cat,7,female,2019-01-30,53,1,2019,adulthood,domestic short hair,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
61859,2018-12-08 13:36:00,incompatible with owner lifestyle,cat,3,male,2019-01-24,46,1,2019,adolescent,domestic medium hair,no,orange,no,no,no,no,no,no,adoption
61863,2018-12-08 16:21:00,stray,cat,4,male,2019-01-08,30,1,2019,adulthood,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61867,2018-12-09 15:03:00,stray,cat,3,male,2019-06-10,182,6,2019,adolescent,domestic short hair,no,grey and black,no,yes,no,no,no,no,reclaimed
61870,2018-12-10 13:18:00,stray,cat,4,female,2019-01-03,23,1,2019,adulthood,domestic short hair,no,dilute calico,yes,no,no,no,no,no,adoption
61876,2018-12-11 12:08:00,stray,cat,10,female,2019-02-27,77,2,2019,senior,domestic medium hair,no,calico,yes,no,no,no,no,no,adoption
61877,2018-12-11 12:08:00,stray,cat,8,male,2019-01-25,44,1,2019,senior,domestic short hair,no,grey,no,no,no,no,no,no,adoption
61881,2018-12-11 15:20:00,incompatible with owner lifestyle,cat,3,female,2019-01-31,50,1,2019,adolescent,domestic short hair,no,grey black and white,no,yes,yes,no,no,no,adoption
61885,2018-12-11 16:53:00,stray,dog,9,male,2019-08-30,261,8,2019,senior,labrador retriever/mix,yes,black,no,yes,no,no,no,no,reclaimed
61888,2018-12-12 12:16:00,stray,cat,4,male,2019-01-18,36,1,2019,adulthood,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
61891,2018-12-12 13:44:00,incompatible with other pets,cat,4,male,2019-05-26,164,5,2019,adulthood,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
61894,2018-12-12 15:31:00,stray,dog,15,male,2019-04-20,128,4,2019,super senior,pug,no,fawn,no,no,no,no,yes,no,reclaimed
61896,2018-12-12 16:32:00,stray,cat,4,female,2019-01-08,26,1,2019,adulthood,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
61897,2018-12-13 12:51:00,stray,dog,15,female,2019-01-04,21,1,2019,super senior,terrier,yes,black,no,yes,no,no,no,no,adoption
61901,2018-12-13 16:06:00,unsuitable accommodation,dog,6,female,2019-01-10,27,1,2019,adulthood,hound/mix,yes,red,no,no,no,yes,no,no,adoption
61902,2018-12-13 16:06:00,unsuitable accommodation,dog,3,male,2019-01-23,40,1,2019,adolescent,bully breed,yes,red,no,no,no,yes,no,no,adoption
61903,2018-12-13 16:06:00,unsuitable accommodation,dog,3,male,2019-02-10,58,2,2019,adolescent,bully breed,yes,red,no,no,no,yes,no,no,adoption
61904,2018-12-13 16:06:00,unsuitable accommodation,dog,3,male,2019-01-22,39,1,2019,adolescent,bully breed,yes,red and black,no,yes,no,yes,no,no,adoption
61905,2018-12-13 16:06:00,unsuitable accommodation,dog,4,male,2019-02-12,60,2,2019,adulthood,bully breed,yes,red,no,no,no,yes,no,no,adoption
61906,2018-12-13 16:06:00,unsuitable accommodation,dog,3,male,2019-02-12,60,2,2019,adolescent,bully breed,yes,red,no,no,no,yes,no,no,adoption
61907,2018-12-13 16:06:00,unsuitable accommodation,dog,3,male,2019-03-18,94,3,2019,adolescent,bully breed,yes,red,no,no,no,yes,no,no,adoption
61908,2018-12-13 17:08:00,moving,cat,18,male,2019-02-01,49,2,2019,super senior,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61912,2018-12-14 13:56:00,owner requested euthanasia,dog,14,male,2019-01-23,39,1,2019,super senior,bully breed,yes,brindle,yes,no,no,no,no,no,adoption
61915,2018-12-14 18:09:00,stray,dog,4,female,2019-02-21,68,2,2019,adulthood,bully breed,yes,red,no,no,no,yes,no,no,adoption
61919,2018-12-15 12:12:00,unable to afford,dog,3,male,2019-01-05,20,1,2019,adolescent,staffordshire bull terrier,yes,blue merle,yes,no,no,no,no,yes,adoption
61922,2018-12-15 13:48:00,litter relinquishment,dog,3,male,2019-04-09,114,4,2019,adolescent,chihuahua,no,tan,no,no,no,no,yes,no,adoption
61924,2018-12-15 13:48:00,litter relinquishment,dog,3,male,2019-03-10,84,3,2019,adolescent,chihuahua,no,tan and white,no,no,yes,no,yes,no,adoption
61925,2018-12-15 14:31:00,litter relinquishment,cat,4,female,2019-01-13,28,1,2019,adulthood,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61926,2018-12-15 14:31:00,litter relinquishment,cat,3,male,2019-01-09,24,1,2019,adolescent,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
61928,2018-12-15 14:31:00,litter relinquishment,cat,3,female,2019-01-09,24,1,2019,adolescent,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
61930,2018-12-15 14:31:00,litter relinquishment,cat,3,female,2019-01-11,26,1,2019,adolescent,domestic short hair,no,dilute calico,yes,no,no,no,no,no,adoption
61933,2018-12-15 16:26:00,incompatible with owner lifestyle,dog,12,female,2019-01-10,25,1,2019,super senior,collie,yes,black and tan,no,yes,no,no,yes,no,adoption
61938,2018-12-17 12:16:00,marriage/relationship split,dog,6,male,2019-01-11,24,1,2019,adulthood,american bulldog,no,white,no,no,yes,no,no,no,adoption
61942,2018-12-17 13:37:00,stray,dog,3,female,2019-01-05,18,1,2019,adolescent,spaniel,yes,black,no,yes,no,no,no,no,adoption
61944,2018-12-17 15:04:00,unsuitable accommodation,cat,5,male,2019-01-18,31,1,2019,adulthood,domestic short hair,no,grey,no,no,no,no,no,no,adoption
61946,2018-12-17 17:06:00,stray,dog,4,female,2019-01-09,22,1,2019,adulthood,mix,yes,black and white,no,yes,yes,no,no,no,adoption
61947,2018-12-18 12:03:00,unsuitable accommodation,cat,6,female,2019-02-01,44,2,2019,adulthood,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
61948,2018-12-18 12:03:00,unsuitable accommodation,cat,5,female,2019-01-17,29,1,2019,adulthood,siamese,yes,lynx point,yes,no,no,no,no,yes,adoption
61949,2018-12-18 12:03:00,unsuitable accommodation,cat,7,female,2019-01-17,29,1,2019,adulthood,siamese,yes,lynx point,yes,no,no,no,no,yes,adoption
